y,x,street_count,elevation,highway,geometry
51.4954297,7.3750633,3,99.0,,POINT (7.3750633 51.4954297)
51.4955717,7.3750611,3,99.0,,POINT (7.3750611 51.4955717)
51.4873827,7.3757797,3,116.0,,POINT (7.3757797 51.4873827)
51.4939709,7.3831953,3,103.0,,POINT (7.3831953 51.4939709)
51.4935266,7.3830126,4,104.0,,POINT (7.3830126 51.4935266)
51.4934509,7.3829799,3,104.0,,POINT (7.3829799 51.4934509)
51.4930063,7.4008864,3,116.0,,POINT (7.4008864 51.4930063)
51.4934275,7.4009209,1,116.0,,POINT (7.4009209 51.4934275)
51.486829,7.3732079,3,111.0,,POINT (7.3732079 51.486829)
51.4870113,7.3781925,4,118.0,,POINT (7.3781925 51.4870113)
51.4873793,7.3789208,3,118.0,,POINT (7.3789208 51.4873793)
51.4875644,7.3778594,3,113.0,,POINT (7.3778594 51.4875644)
51.4879824,7.3729485,3,109.0,,POINT (7.3729485 51.4879824)
51.4934847,7.3749467,3,98.0,,POINT (7.3749467 51.4934847)
51.4946165,7.3743312,3,92.0,,POINT (7.3743312 51.4946165)
51.4964462,7.3724287,3,87.0,,POINT (7.3724287 51.4964462)
51.4966442,7.3727718,3,87.0,,POINT (7.3727718 51.4966442)
51.4965382,7.3727046,3,87.0,,POINT (7.3727046 51.4965382)
51.4965984,7.3730317,3,92.0,,POINT (7.3730317 51.4965984)
51.4957935,7.3732903,3,92.0,,POINT (7.3732903 51.4957935)
51.4958762,7.3732622,3,92.0,,POINT (7.3732622 51.4958762)
51.4940512,7.3685698,3,84.0,,POINT (7.3685698 51.4940512)
51.4941417,7.3685348,4,84.0,crossing,POINT (7.3685348 51.4941417)
51.4945124,7.368651,3,84.0,,POINT (7.368651 51.4945124)
51.4943324,7.3689341,3,90.0,,POINT (7.3689341 51.4943324)
51.4954297,7.3689927,3,90.0,,POINT (7.3689927 51.4954297)
51.4947844,7.369836,3,90.0,,POINT (7.369836 51.4947844)
51.4951373,7.3731433,3,92.0,,POINT (7.3731433 51.4951373)
51.4948324,7.3735486,3,92.0,,POINT (7.3735486 51.4948324)
51.4948423,7.373636,4,92.0,crossing,POINT (7.373636 51.4948423)
51.4904623,7.3782873,3,106.0,,POINT (7.3782873 51.4904623)
51.4906309,7.3834059,1,111.0,,POINT (7.3834059 51.4906309)
51.4908224,7.383458,3,111.0,,POINT (7.383458 51.4908224)
51.4864183,7.3809281,3,119.0,,POINT (7.3809281 51.4864183)
51.4867991,7.3810434,1,119.0,,POINT (7.3810434 51.4867991)
51.4874387,7.3814282,3,120.0,,POINT (7.3814282 51.4874387)
51.4862438,7.3831469,3,120.0,,POINT (7.3831469 51.4862438)
51.4862202,7.3834486,1,123.0,,POINT (7.3834486 51.4862202)
51.4862968,7.3834419,1,123.0,,POINT (7.3834419 51.4862968)
51.4863859,7.3834417,1,123.0,,POINT (7.3834417 51.4863859)
51.4863862,7.3834285,3,123.0,,POINT (7.3834285 51.4863862)
51.4872709,7.383128,4,120.0,crossing,POINT (7.383128 51.4872709)
51.4833817,7.3855559,1,130.0,,POINT (7.3855559 51.4833817)
51.4835115,7.3850346,3,127.0,,POINT (7.3850346 51.4835115)
51.4834796,7.3850346,3,127.0,,POINT (7.3850346 51.4834796)
51.4837797,7.3856371,1,130.0,,POINT (7.3856371 51.4837797)
51.4835115,7.3850892,4,127.0,crossing,POINT (7.3850892 51.4835115)
51.4823849,7.3850074,3,137.0,,POINT (7.3850074 51.4823849)
51.4823692,7.3857691,3,139.0,,POINT (7.3857691 51.4823692)
51.4827908,7.3857605,1,139.0,,POINT (7.3857605 51.4827908)
51.4885021,7.3820176,4,112.0,,POINT (7.3820176 51.4885021)
51.4881484,7.382674,3,112.0,,POINT (7.382674 51.4881484)
51.4884417,7.3828549,3,112.0,,POINT (7.3828549 51.4884417)
51.4881757,7.3822069,1,112.0,,POINT (7.3822069 51.4881757)
51.4884917,7.383875,3,115.0,,POINT (7.383875 51.4884917)
51.4883515,7.3827027,1,112.0,,POINT (7.3827027 51.4883515)
51.488372,7.3838525,3,115.0,,POINT (7.3838525 51.488372)
51.488312,7.3826971,3,112.0,,POINT (7.3826971 51.488312)
51.4885873,7.3833259,3,112.0,,POINT (7.3833259 51.4885873)
51.4879407,7.3817072,3,112.0,,POINT (7.3817072 51.4879407)
51.4884209,7.3831434,3,112.0,,POINT (7.3831434 51.4884209)
51.4882534,7.3839609,3,115.0,,POINT (7.3839609 51.4882534)
51.4884737,7.3747793,1,109.0,,POINT (7.3747793 51.4884737)
51.4889681,7.3775557,3,113.0,,POINT (7.3775557 51.4889681)
51.4891327,7.3777887,3,113.0,,POINT (7.3777887 51.4891327)
51.49107,7.3784065,3,106.0,,POINT (7.3784065 51.49107)
51.488992,7.3776126,4,113.0,crossing,POINT (7.3776126 51.488992)
51.492576,7.3780105,3,105.0,,POINT (7.3780105 51.492576)
51.4890022,7.3777963,3,113.0,,POINT (7.3777963 51.4890022)
51.4886372,7.3781361,1,113.0,,POINT (7.3781361 51.4886372)
51.4884474,7.3783014,1,113.0,,POINT (7.3783014 51.4884474)
51.48885,7.3779744,3,113.0,,POINT (7.3779744 51.48885)
51.4888203,7.3784325,1,113.0,,POINT (7.3784325 51.4888203)
51.4938658,7.393829,3,110.0,,POINT (7.393829 51.4938658)
51.4944008,7.3949416,3,110.0,,POINT (7.3949416 51.4944008)
51.4939483,7.3937864,4,110.0,crossing,POINT (7.3937864 51.4939483)
51.4932959,7.39036,4,111.0,crossing,POINT (7.39036 51.4932959)
51.4941372,7.3950104,4,110.0,crossing,POINT (7.3950104 51.4941372)
51.4941038,7.3987994,4,108.0,,POINT (7.3987994 51.4941038)
51.4941252,7.3989932,3,108.0,,POINT (7.3989932 51.4941252)
51.4939652,7.3990517,3,108.0,,POINT (7.3990517 51.4939652)
51.4939239,7.3986993,3,108.0,,POINT (7.3986993 51.4939239)
51.4939109,7.3950682,4,110.0,crossing,POINT (7.3950682 51.4939109)
51.4931299,7.3906811,3,111.0,,POINT (7.3906811 51.4931299)
51.4930659,7.3905209,4,111.0,crossing,POINT (7.3905209 51.4930659)
51.4929796,7.3899274,3,111.0,,POINT (7.3899274 51.4929796)
51.4929803,7.3891809,3,110.0,,POINT (7.3891809 51.4929803)
51.4872179,7.383472,3,123.0,,POINT (7.383472 51.4872179)
51.4869351,7.3795858,3,119.0,,POINT (7.3795858 51.4869351)
51.4886958,7.3857513,1,116.0,,POINT (7.3857513 51.4886958)
51.4884233,7.3850988,3,115.0,,POINT (7.3850988 51.4884233)
51.4894362,7.3850919,3,115.0,,POINT (7.3850919 51.4894362)
51.488577,7.3987215,1,125.0,,POINT (7.3987215 51.488577)
51.4887394,7.3987716,1,125.0,,POINT (7.3987716 51.4887394)
51.4890615,7.3988467,1,125.0,,POINT (7.3988467 51.4890615)
51.4888973,7.3988142,1,125.0,,POINT (7.3988142 51.4888973)
51.4892196,7.3988729,1,125.0,,POINT (7.3988729 51.4892196)
51.4887335,7.3993354,4,125.0,,POINT (7.3993354 51.4887335)
51.4887318,7.3995417,3,125.0,,POINT (7.3995417 51.4887318)
51.4886927,7.3997262,1,125.0,,POINT (7.3997262 51.4886927)
51.488794,7.3997291,1,125.0,,POINT (7.3997291 51.488794)
51.4887274,7.3997272,4,125.0,,POINT (7.3997272 51.4887274)
51.4887268,7.3998994,3,125.0,,POINT (7.3998994 51.4887268)
51.4887261,7.4000098,1,131.0,,POINT (7.4000098 51.4887261)
51.4887338,7.4001032,3,131.0,,POINT (7.4001032 51.4887338)
51.4887338,7.4001255,1,131.0,,POINT (7.4001255 51.4887338)
51.4885944,7.4004851,1,131.0,,POINT (7.4004851 51.4885944)
51.488743,7.4003826,1,131.0,,POINT (7.4003826 51.488743)
51.48863,7.4006465,1,131.0,,POINT (7.4006465 51.48863)
51.4888918,7.3993396,3,125.0,,POINT (7.3993396 51.4888918)
51.4890563,7.3993441,3,125.0,,POINT (7.3993441 51.4890563)
51.4888441,7.3998936,1,125.0,,POINT (7.3998936 51.4888441)
51.4888497,7.3995655,1,125.0,,POINT (7.3995655 51.4888497)
51.4894429,7.3998646,3,125.0,,POINT (7.3998646 51.4894429)
51.4892147,7.3993483,3,125.0,,POINT (7.3993483 51.4892147)
51.4888959,7.4001081,3,131.0,,POINT (7.4001081 51.4888959)
51.488894,7.4004335,3,131.0,,POINT (7.4004335 51.488894)
51.488894,7.4004932,3,131.0,,POINT (7.4004932 51.488894)
51.4894396,7.4001245,3,131.0,,POINT (7.4001245 51.4894396)
51.4897719,7.3999462,3,118.0,,POINT (7.3999462 51.4897719)
51.4896262,7.3999072,3,118.0,,POINT (7.3999072 51.4896262)
51.4900636,7.3999522,3,118.0,,POINT (7.3999522 51.4900636)
51.4899248,7.3999493,3,118.0,,POINT (7.3999493 51.4899248)
51.4896655,7.4006088,1,122.0,,POINT (7.4006088 51.4896655)
51.4891155,7.4011592,1,131.0,,POINT (7.4011592 51.4891155)
51.489429,7.4009765,3,131.0,,POINT (7.4009765 51.489429)
51.4898457,7.4014506,3,122.0,,POINT (7.4014506 51.4898457)
51.4898464,7.4013556,1,122.0,,POINT (7.4013556 51.4898464)
51.4903555,7.3999581,3,118.0,,POINT (7.3999581 51.4903555)
51.4902193,7.3999553,3,118.0,,POINT (7.3999553 51.4902193)
51.4905104,7.3998601,1,118.0,,POINT (7.3998601 51.4905104)
51.4906083,7.3998626,4,118.0,,POINT (7.3998626 51.4906083)
51.4906131,7.3993976,3,118.0,,POINT (7.3993976 51.4906131)
51.4906107,7.3996278,4,118.0,,POINT (7.3996278 51.4906107)
51.4907921,7.3998675,3,118.0,,POINT (7.3998675 51.4907921)
51.4905176,7.3993951,1,118.0,,POINT (7.3993951 51.4905176)
51.4908369,7.3998686,3,118.0,,POINT (7.3998686 51.4908369)
51.4905196,7.3996254,1,118.0,,POINT (7.3996254 51.4905196)
51.4908416,7.3994036,3,118.0,,POINT (7.3994036 51.4908416)
51.4908393,7.3996338,4,118.0,,POINT (7.3996338 51.4908393)
51.4905098,7.400093,1,122.0,,POINT (7.400093 51.4905098)
51.4904314,7.4004873,3,122.0,,POINT (7.4004873 51.4904314)
51.4904335,7.4002778,3,122.0,,POINT (7.4002778 51.4904335)
51.4907897,7.4001004,3,122.0,,POINT (7.4001004 51.4907897)
51.490606,7.4000956,3,122.0,,POINT (7.4000956 51.490606)
51.4906557,7.4000969,3,122.0,,POINT (7.4000969 51.4906557)
51.4906538,7.4002836,3,122.0,,POINT (7.4002836 51.4906538)
51.4908359,7.4001016,3,122.0,,POINT (7.4001016 51.4908359)
51.490834,7.4002883,3,122.0,,POINT (7.4002883 51.490834)
51.4909659,7.3996361,3,118.0,,POINT (7.3996361 51.4909659)
51.4909637,7.3998717,3,118.0,,POINT (7.3998717 51.4909637)
51.4910108,7.400309,3,122.0,,POINT (7.400309 51.4910108)
51.4909616,7.4001039,3,122.0,,POINT (7.4001039 51.4909616)
51.4910401,7.4005033,1,122.0,,POINT (7.4005033 51.4910401)
51.490429,7.4007211,3,122.0,,POINT (7.4007211 51.490429)
51.4904264,7.4009782,3,122.0,,POINT (7.4009782 51.4904264)
51.490212,7.4010646,1,122.0,,POINT (7.4010646 51.490212)
51.4904254,7.4010708,3,122.0,,POINT (7.4010708 51.4904254)
51.4907153,7.400983,3,122.0,,POINT (7.400983 51.4907153)
51.4907148,7.4010624,1,122.0,,POINT (7.4010624 51.4907148)
51.4907314,7.4009833,1,122.0,,POINT (7.4009833 51.4907314)
51.4907072,7.4013912,1,122.0,,POINT (7.4013912 51.4907072)
51.4908785,7.400733,1,122.0,,POINT (7.400733 51.4908785)
51.4919968,7.3994497,3,113.0,,POINT (7.3994497 51.4919968)
51.4919908,7.3997523,1,113.0,,POINT (7.3997523 51.4919908)
51.4921117,7.4003741,1,116.0,,POINT (7.4003741 51.4921117)
51.4927951,7.399729,3,113.0,,POINT (7.399729 51.4927951)
51.4927889,7.4002391,1,116.0,turning_circle,POINT (7.4002391 51.4927889)
51.4935746,7.399934,1,113.0,,POINT (7.399934 51.4935746)
51.4939987,7.4002194,1,111.0,,POINT (7.4002194 51.4939987)
51.4815915,7.3850838,1,137.0,,POINT (7.3850838 51.4815915)
51.4815794,7.3853851,3,137.0,,POINT (7.3853851 51.4815794)
51.4803085,7.3798945,3,137.0,,POINT (7.3798945 51.4803085)
51.4801821,7.3798772,1,137.0,,POINT (7.3798772 51.4801821)
51.4829678,7.3839351,1,137.0,,POINT (7.3839351 51.4829678)
51.4824567,7.3838902,3,137.0,,POINT (7.3838902 51.4824567)
51.4820841,7.3839733,1,137.0,,POINT (7.3839733 51.4820841)
51.4798202,7.3715635,3,131.0,,POINT (7.3715635 51.4798202)
51.4800682,7.3716115,3,131.0,,POINT (7.3716115 51.4800682)
51.479795,7.3718419,3,131.0,,POINT (7.3718419 51.479795)
51.4801045,7.3718631,3,131.0,,POINT (7.3718631 51.4801045)
51.4800577,7.3722352,3,131.0,,POINT (7.3722352 51.4800577)
51.4799855,7.373489,3,141.0,,POINT (7.373489 51.4799855)
51.4798925,7.3734048,3,141.0,,POINT (7.3734048 51.4798925)
51.4812398,7.37669,3,142.0,,POINT (7.37669 51.4812398)
51.4836319,7.3858334,1,130.0,,POINT (7.3858334 51.4836319)
51.4838773,7.3854811,4,130.0,,POINT (7.3854811 51.4838773)
51.4836417,7.3864486,3,130.0,,POINT (7.3864486 51.4836417)
51.4832638,7.3864681,3,139.0,,POINT (7.3864681 51.4832638)
51.483231,7.3860166,1,139.0,,POINT (7.3860166 51.483231)
51.4829426,7.3850264,3,137.0,,POINT (7.3850264 51.4829426)
51.4829714,7.3845773,1,137.0,,POINT (7.3845773 51.4829714)
51.4809743,7.3780123,3,140.0,,POINT (7.3780123 51.4809743)
51.481161,7.377309,3,140.0,,POINT (7.377309 51.481161)
51.4801292,7.3769549,1,142.0,,POINT (7.3769549 51.4801292)
51.481251,7.37745,3,130.0,,POINT (7.37745 51.481251)
51.4808081,7.3785819,1,140.0,,POINT (7.3785819 51.4808081)
51.4807605,7.3782569,4,140.0,,POINT (7.3782569 51.4807605)
51.4808443,7.3773675,3,140.0,,POINT (7.3773675 51.4808443)
51.4812218,7.377865,3,140.0,,POINT (7.377865 51.4812218)
51.4810296,7.3781504,1,140.0,,POINT (7.3781504 51.4810296)
51.4809267,7.3771916,3,140.0,,POINT (7.3771916 51.4809267)
51.4802225,7.3770581,3,142.0,,POINT (7.3770581 51.4802225)
51.4812122,7.3779842,3,140.0,,POINT (7.3779842 51.4812122)
51.4805915,7.3786877,4,140.0,,POINT (7.3786877 51.4805915)
51.4812978,7.377142,1,130.0,,POINT (7.377142 51.4812978)
51.480485,7.3781873,3,140.0,,POINT (7.3781873 51.480485)
51.4812095,7.3773525,3,140.0,,POINT (7.3773525 51.4812095)
51.480873,7.3778634,3,140.0,,POINT (7.3778634 51.480873)
51.4804555,7.3771135,3,140.0,,POINT (7.3771135 51.4804555)
51.4811973,7.3781785,3,140.0,,POINT (7.3781785 51.4811973)
51.4810458,7.3780033,3,140.0,,POINT (7.3780033 51.4810458)
51.4808013,7.3781812,3,140.0,,POINT (7.3781812 51.4808013)
51.4808027,7.3771583,4,140.0,,POINT (7.3771583 51.4808027)
51.4806304,7.3783944,3,140.0,,POINT (7.3783944 51.4806304)
51.4807856,7.3787488,3,140.0,,POINT (7.3787488 51.4807856)
51.4803098,7.3774366,4,140.0,,POINT (7.3774366 51.4803098)
51.4820276,7.3844941,1,137.0,,POINT (7.3844941 51.4820276)
51.4812472,7.3887237,3,146.0,,POINT (7.3887237 51.4812472)
51.4811605,7.3887611,1,146.0,,POINT (7.3887611 51.4811605)
51.4807731,7.388627,3,146.0,,POINT (7.388627 51.4807731)
51.4806844,7.3886592,1,146.0,,POINT (7.3886592 51.4806844)
51.4825919,7.3886636,3,142.0,,POINT (7.3886636 51.4825919)
51.4819855,7.3885107,3,142.0,,POINT (7.3885107 51.4819855)
51.4818754,7.3886109,1,142.0,,POINT (7.3886109 51.4818754)
51.4844075,7.3880944,3,134.0,,POINT (7.3880944 51.4844075)
51.4848263,7.3861223,1,130.0,,POINT (7.3861223 51.4848263)
51.4848796,7.3861523,3,130.0,,POINT (7.3861523 51.4848796)
51.4848938,7.3863362,3,130.0,,POINT (7.3863362 51.4848938)
51.4849295,7.3876154,3,134.0,,POINT (7.3876154 51.4849295)
51.4850943,7.3877107,1,134.0,,POINT (7.3877107 51.4850943)
51.4848671,7.3878877,3,134.0,,POINT (7.3878877 51.4848671)
51.4850283,7.3879856,1,134.0,,POINT (7.3879856 51.4850283)
51.4842777,7.3847094,1,127.0,,POINT (7.3847094 51.4842777)
51.4849147,7.3849781,3,127.0,,POINT (7.3849781 51.4849147)
51.4858379,7.3851448,3,123.0,,POINT (7.3851448 51.4858379)
51.4877875,7.3797468,3,112.0,,POINT (7.3797468 51.4877875)
51.4881318,7.3797552,3,112.0,,POINT (7.3797552 51.4881318)
51.4883211,7.3798078,3,112.0,,POINT (7.3798078 51.4883211)
51.4878138,7.3794423,3,112.0,,POINT (7.3794423 51.4878138)
51.4880447,7.3805877,1,112.0,,POINT (7.3805877 51.4880447)
51.4880743,7.3802972,3,112.0,,POINT (7.3802972 51.4880743)
51.4875641,7.3793653,3,112.0,,POINT (7.3793653 51.4875641)
51.4943597,7.3745131,3,92.0,,POINT (7.3745131 51.4943597)
51.4944449,7.3750894,1,99.0,,POINT (7.3750894 51.4944449)
51.4948453,7.3741677,3,92.0,,POINT (7.3741677 51.4948453)
51.495707,7.3739858,3,92.0,,POINT (7.3739858 51.495707)
51.495071,7.3757739,3,99.0,,POINT (7.3757739 51.495071)
51.493656,7.3755954,3,100.0,,POINT (7.3755954 51.493656)
51.4955228,7.3757594,3,99.0,,POINT (7.3757594 51.4955228)
51.4934387,7.3759958,3,100.0,,POINT (7.3759958 51.4934387)
51.4939977,7.3750382,3,99.0,,POINT (7.3750382 51.4939977)
51.4939962,7.3747743,3,92.0,,POINT (7.3747743 51.4939962)
51.4949006,7.3757781,3,99.0,,POINT (7.3757781 51.4949006)
51.4936529,7.3761187,3,100.0,,POINT (7.3761187 51.4936529)
51.4937299,7.3764482,1,100.0,,POINT (7.3764482 51.4937299)
51.4933853,7.3757624,3,100.0,,POINT (7.3757624 51.4933853)
51.4934439,7.3764877,3,100.0,,POINT (7.3764877 51.4934439)
51.4937245,7.3760713,1,100.0,,POINT (7.3760713 51.4937245)
51.4955568,7.3765186,1,99.0,,POINT (7.3765186 51.4955568)
51.493652,7.3762881,3,100.0,,POINT (7.3762881 51.493652)
51.4955721,7.3757573,3,99.0,,POINT (7.3757573 51.4955721)
51.4936533,7.3752907,3,100.0,,POINT (7.3752907 51.4936533)
51.4955666,7.3753013,1,99.0,,POINT (7.3753013 51.4955666)
51.4936534,7.3760731,3,100.0,,POINT (7.3760731 51.4936534)
51.4936572,7.3753494,3,100.0,,POINT (7.3753494 51.4936572)
51.4955494,7.3759918,3,99.0,,POINT (7.3759918 51.4955494)
51.4955996,7.3757571,3,99.0,,POINT (7.3757571 51.4955996)
51.4934897,7.3762194,3,100.0,,POINT (7.3762194 51.4934897)
51.4935437,7.376457,3,100.0,,POINT (7.376457 51.4935437)
51.4936511,7.3764519,3,100.0,,POINT (7.3764519 51.4936511)
51.4955252,7.3759931,3,99.0,,POINT (7.3759931 51.4955252)
51.4937299,7.3762844,1,100.0,,POINT (7.3762844 51.4937299)
51.4936538,7.375863,3,100.0,,POINT (7.375863 51.4936538)
51.4902007,7.3717595,3,101.0,,POINT (7.3717595 51.4902007)
51.4901437,7.3726913,3,101.0,,POINT (7.3726913 51.4901437)
51.4903341,7.3725506,3,101.0,,POINT (7.3725506 51.4903341)
51.490719,7.371573,3,101.0,,POINT (7.371573 51.490719)
51.490349,7.3723151,3,101.0,,POINT (7.3723151 51.490349)
51.4903229,7.3727119,3,101.0,,POINT (7.3727119 51.4903229)
51.4903833,7.3717922,4,101.0,,POINT (7.3717922 51.4903833)
51.4910665,7.3729314,3,102.0,,POINT (7.3729314 51.4910665)
51.4905411,7.3718204,3,101.0,,POINT (7.3718204 51.4905411)
51.4964817,7.3748833,3,92.0,,POINT (7.3748833 51.4964817)
51.4962275,7.3749354,3,92.0,,POINT (7.3749354 51.4962275)
51.4969446,7.3744481,1,92.0,,POINT (7.3744481 51.4969446)
51.4966844,7.3748417,1,92.0,,POINT (7.3748417 51.4966844)
51.4896834,7.3826503,1,109.0,,POINT (7.3826503 51.4896834)
51.4900057,7.3812859,1,109.0,,POINT (7.3812859 51.4900057)
51.4899053,7.3801142,3,108.0,,POINT (7.3801142 51.4899053)
51.4884241,7.3812609,1,112.0,,POINT (7.3812609 51.4884241)
51.4885142,7.3798757,3,112.0,,POINT (7.3798757 51.4885142)
51.4940859,7.3824822,3,103.0,,POINT (7.3824822 51.4940859)
51.4942089,7.3829272,3,103.0,,POINT (7.3829272 51.4942089)
51.4939339,7.3824584,3,103.0,,POINT (7.3824584 51.4939339)
51.4940594,7.3829016,4,103.0,,POINT (7.3829016 51.4940594)
51.4942353,7.3825078,3,103.0,,POINT (7.3825078 51.4942353)
51.4943936,7.3825349,3,103.0,,POINT (7.3825349 51.4943936)
51.4944576,7.3816304,1,103.0,,POINT (7.3816304 51.4944576)
51.4939076,7.3828755,3,103.0,,POINT (7.3828755 51.4939076)
51.4930434,7.3807388,1,107.0,,POINT (7.3807388 51.4930434)
51.4934665,7.3828146,3,104.0,,POINT (7.3828146 51.4934665)
51.4962126,7.3838146,2,95.0,,POINT (7.3838146 51.4962126)
51.4934843,7.3809951,3,107.0,,POINT (7.3809951 51.4934843)
51.4932547,7.3822359,1,104.0,,POINT (7.3822359 51.4932547)
51.4936182,7.3786543,3,105.0,,POINT (7.3786543 51.4936182)
51.4935839,7.3810106,3,107.0,,POINT (7.3810106 51.4935839)
51.4933521,7.3827771,3,104.0,,POINT (7.3827771 51.4933521)
51.4934861,7.3766619,3,100.0,,POINT (7.3766619 51.4934861)
51.493131,7.3755797,4,100.0,crossing,POINT (7.3755797 51.493131)
51.4934268,7.3837153,3,101.0,,POINT (7.3837153 51.4934268)
51.4929826,7.3804631,3,107.0,,POINT (7.3804631 51.4929826)
51.4922569,7.3764964,3,100.0,,POINT (7.3764964 51.4922569)
51.4923434,7.3785775,1,105.0,,POINT (7.3785775 51.4923434)
51.4920827,7.3766312,3,100.0,,POINT (7.3766312 51.4920827)
51.4912159,7.3746381,1,102.0,,POINT (7.3746381 51.4912159)
51.4919074,7.3767669,1,100.0,,POINT (7.3767669 51.4919074)
51.491907,7.3753141,3,100.0,,POINT (7.3753141 51.491907)
51.4919531,7.3760481,1,100.0,,POINT (7.3760481 51.4919531)
51.4917975,7.3780446,1,105.0,,POINT (7.3780446 51.4917975)
51.4911323,7.373603,1,102.0,,POINT (7.373603 51.4911323)
51.4922628,7.3773948,3,105.0,,POINT (7.3773948 51.4922628)
51.4914845,7.3762495,1,104.0,,POINT (7.3762495 51.4914845)
51.4924213,7.3772591,3,105.0,,POINT (7.3772591 51.4924213)
51.4921024,7.3759254,3,100.0,,POINT (7.3759254 51.4921024)
51.4908742,7.3734892,3,102.0,,POINT (7.3734892 51.4908742)
51.4928862,7.3737318,3,98.0,,POINT (7.3737318 51.4928862)
51.4942038,7.373148,3,92.0,,POINT (7.373148 51.4942038)
51.4931948,7.3727726,3,97.0,,POINT (7.3727726 51.4931948)
51.4933511,7.3730723,3,98.0,,POINT (7.3730723 51.4933511)
51.493527,7.3718218,3,97.0,,POINT (7.3718218 51.493527)
51.4932044,7.3742245,3,98.0,,POINT (7.3742245 51.4932044)
51.4931168,7.3726233,3,97.0,,POINT (7.3726233 51.4931168)
51.4939045,7.3725599,3,89.0,,POINT (7.3725599 51.4939045)
51.4938339,7.372423,3,89.0,,POINT (7.372423 51.4938339)
51.4936087,7.3719781,3,97.0,,POINT (7.3719781 51.4936087)
51.4940531,7.3728533,3,89.0,,POINT (7.3728533 51.4940531)
51.4932356,7.3746509,1,98.0,,POINT (7.3746509 51.4932356)
51.4939759,7.3727047,3,89.0,,POINT (7.3727047 51.4939759)
51.4931,7.3740991,3,98.0,,POINT (7.3740991 51.4931)
51.4930117,7.3739704,4,98.0,,POINT (7.3739704 51.4930117)
51.4932616,7.3713034,1,97.0,,POINT (7.3713034 51.4932616)
51.4936793,7.3721186,3,97.0,,POINT (7.3721186 51.4936793)
51.4932665,7.3729101,3,97.0,,POINT (7.3729101 51.4932665)
51.4937477,7.3722518,3,97.0,,POINT (7.3722518 51.4937477)
51.4929368,7.3738287,3,98.0,,POINT (7.3738287 51.4929368)
51.4967855,7.3786204,1,98.0,,POINT (7.3786204 51.4967855)
51.49625,7.3776741,3,98.0,,POINT (7.3776741 51.49625)
51.4933856,7.3767031,3,100.0,,POINT (7.3767031 51.4933856)
51.4931516,7.3767376,3,100.0,,POINT (7.3767376 51.4931516)
51.4969599,7.3781585,1,98.0,,POINT (7.3781585 51.4969599)
51.4949948,7.3782773,3,104.0,,POINT (7.3782773 51.4949948)
51.4964129,7.3776122,3,98.0,,POINT (7.3776122 51.4964129)
51.493733,7.3773335,3,105.0,,POINT (7.3773335 51.493733)
51.4922808,7.3756808,3,100.0,,POINT (7.3756808 51.4922808)
51.4928248,7.3754257,3,100.0,,POINT (7.3754257 51.4928248)
51.4961183,7.3790864,1,98.0,,POINT (7.3790864 51.4961183)
51.4927771,7.375271,3,100.0,,POINT (7.375271 51.4927771)
51.4951563,7.3796446,1,106.0,,POINT (7.3796446 51.4951563)
51.493276,7.3767647,4,100.0,,POINT (7.3767647 51.493276)
51.4959492,7.3787444,3,98.0,,POINT (7.3787444 51.4959492)
51.4929039,7.3757063,3,100.0,,POINT (7.3757063 51.4929039)
51.4954666,7.3787319,3,104.0,,POINT (7.3787319 51.4954666)
51.4954655,7.3789133,3,104.0,,POINT (7.3789133 51.4954655)
51.4921107,7.3753142,1,100.0,,POINT (7.3753142 51.4921107)
51.496429,7.378141,3,98.0,,POINT (7.378141 51.496429)
51.4937275,7.3789105,4,105.0,,POINT (7.3789105 51.4937275)
51.4940098,7.3766466,1,99.0,,POINT (7.3766466 51.4940098)
51.4968817,7.3801695,1,99.0,,POINT (7.3801695 51.4968817)
51.497287,7.3768324,1,96.0,,POINT (7.3768324 51.497287)
51.4964353,7.378608,3,98.0,,POINT (7.378608 51.4964353)
51.4937826,7.3782598,3,104.0,,POINT (7.3782598 51.4937826)
51.4933668,7.37661,3,100.0,,POINT (7.37661 51.4933668)
51.4952598,7.378913,1,104.0,,POINT (7.378913 51.4952598)
51.492343,7.3758689,3,100.0,,POINT (7.3758689 51.492343)
51.4938596,7.378909,3,104.0,,POINT (7.378909 51.4938596)
51.4937124,7.3768756,1,100.0,,POINT (7.3768756 51.4937124)
51.4932591,7.3766739,4,100.0,,POINT (7.3766739 51.4932591)
51.4936025,7.3773563,3,105.0,,POINT (7.3773563 51.4936025)
51.494967,7.3804485,3,106.0,,POINT (7.3804485 51.494967)
51.490256,7.3834036,3,111.0,,POINT (7.3834036 51.490256)
51.4940855,7.3683073,3,84.0,,POINT (7.3683073 51.4940855)
51.4935149,7.3690765,3,92.0,street_lamp,POINT (7.3690765 51.4935149)
51.4918731,7.37171,3,97.0,,POINT (7.37171 51.4918731)
51.491788,7.3717047,3,97.0,,POINT (7.3717047 51.491788)
51.4931337,7.3902661,4,111.0,crossing,POINT (7.3902661 51.4931337)
51.493052,7.3903129,3,111.0,,POINT (7.3903129 51.493052)
51.4932841,7.3905851,3,111.0,,POINT (7.3905851 51.4932841)
51.4935474,7.3926896,3,113.0,,POINT (7.3926896 51.4935474)
51.4932109,7.3902219,3,111.0,,POINT (7.3902219 51.4932109)
51.4932097,7.3906314,4,111.0,crossing,POINT (7.3906314 51.4932097)
