osmid,name,highway,maxspeed,width,oneway,reversed,length,lanes,geometry,service,ref,access,tunnel,bridge,junction
1038146463,,footway,,,False,False,4.379,,"LINESTRING (7.3768847 51.487842, 7.3768786 51.4878028)",,,,,,
"[368616424, 1038146463]",,"['footway', 'path']",,,False,True,98.159,,"LINESTRING (7.3768847 51.487842, 7.3768908 51.4878745, 7.3768942 51.4878921, 7.3770446 51.4878816, 7.377199 51.487866, 7.37788 51.487783, 7.3782095 51.4877454)",,,,,,
72352587,,path,,,False,False,26.725,,"LINESTRING (7.3751376 51.4903424, 7.3748111 51.4904706)",,,,,,
72352587,,path,,,False,True,228.99099999999999,,"LINESTRING (7.3751376 51.4903424, 7.3756961 51.490112, 7.3758988 51.4900137, 7.3763997 51.489765, 7.3767122 51.4895924, 7.3769805 51.4894382, 7.3771706 51.4893223, 7.3774151 51.489152, 7.3776126 51.488992)",,,,,,
392319227,,path,,,False,False,141.683,,"LINESTRING (7.3751376 51.4903424, 7.37517 51.4903562, 7.3758945 51.4906681, 7.3761612 51.4906336, 7.3768724 51.4908261, 7.3769444 51.4908455)",,,,,,
766737850,,path,,,False,True,4.696,,"LINESTRING (7.3787385 51.487445, 7.378702 51.4874806)",,,,,,
5353012,,path,,,False,True,30.718000000000004,,"LINESTRING (7.3787385 51.487445, 7.3787082 51.4874341, 7.3784146 51.4872571)",,,,,,
766737850,,path,,,False,False,79.918,,"LINESTRING (7.3787385 51.487445, 7.3788738 51.4873336, 7.3791367 51.4871272, 7.3793941 51.486965, 7.3794599 51.4868876)",,,,,,
1005740385,,footway,,,False,False,3.665,,"LINESTRING (7.3790043 51.4874914, 7.3789646 51.4875132)",,,,,,
72352589,,path,,,False,True,74.591,,"LINESTRING (7.3790043 51.4874914, 7.3789865 51.4874438, 7.3793292 51.4871651, 7.3796454 51.486979)",,,,,,
74436670,,footway,,,False,False,53.929,,"LINESTRING (7.3790043 51.4874914, 7.3790747 51.4875181, 7.3791455 51.4875331, 7.3791869 51.4875376, 7.3797629 51.4874972)",,,,,,
39427581,,service,,,False,True,4.418,,"LINESTRING (7.373387 51.4908638, 7.3734192 51.4908981)",,,,,,
39427581,,service,,,False,False,58.644,,"LINESTRING (7.373387 51.4908638, 7.3733655 51.4908381, 7.373219 51.4906745, 7.3730573 51.4904018, 7.3730471 51.4903824)",,,,,,
1038146455,,path,,,False,False,107.301,,"LINESTRING (7.373387 51.4908638, 7.3741687 51.4905956, 7.3745936 51.4904226, 7.3747153 51.4903684)",,,,,,
1038146455,,path,,,False,True,38.936,,"LINESTRING (7.373387 51.4908638, 7.3731524 51.4909472, 7.3728935 51.4910316)",,,,,,
72352585,,path,,,False,False,17.841,,"LINESTRING (7.3696127 51.4927906, 7.3697812 51.4926692)",,,,,,
"[53522274, 60568469]",Grummetweg,"['footway', 'residential']",,,False,True,60.73199999999999,,"LINESTRING (7.3794599 51.4868876, 7.3793869 51.4868067, 7.3790862 51.4864733, 7.379064 51.4864404, 7.3790655 51.4864051)",,,,,,
"[72449264, 766737850]",,path,,,False,False,146.762,,"LINESTRING (7.3794599 51.4868876, 7.3796017 51.4868556, 7.3798267 51.4867574, 7.3802293 51.4866017, 7.3805555 51.4864839, 7.3809188 51.4863764, 7.3812681 51.4862513, 7.3813016 51.4862404)",,,,,,
766737850,,path,,,False,True,79.918,,"LINESTRING (7.3794599 51.4868876, 7.3793941 51.486965, 7.3791367 51.4871272, 7.3788738 51.4873336, 7.3787385 51.487445)",,,,,,
72352587,,path,,,False,False,3.041,,"LINESTRING (7.3722301 51.491581, 7.3721864 51.4915782)",,,,,,
72352587,,path,,,False,True,95.058,,"LINESTRING (7.3722301 51.491581, 7.3723078 51.4914669, 7.3723927 51.4913991, 7.3727654 51.4912191, 7.3730022 51.4911233, 7.3732264 51.491017)",,,,,,
74436695,,footway,,,False,False,65.539,,"LINESTRING (7.3722301 51.491581, 7.3722484 51.4916643, 7.3723301 51.4917737, 7.3723933 51.491819, 7.3727852 51.4920332)",,,,,,
56743427,,service,,,False,True,4.685,,"LINESTRING (7.3728935 51.4910316, 7.3729314 51.4910665)",parking_aisle,,,,,
56743427,,service,,,False,False,80.5,,"LINESTRING (7.3728935 51.4910316, 7.3728764 51.4910167, 7.3728581 51.4909835, 7.3728103 51.4906709, 7.3727619 51.4906078, 7.3727119 51.4903229)",parking_aisle,,,,,
1038146455,,path,,,False,False,38.936,,"LINESTRING (7.3728935 51.4910316, 7.3731524 51.4909472, 7.373387 51.4908638)",,,,,,
28330105,,service,,,False,False,5.743,,"LINESTRING (7.3702021 51.4923778, 7.3702663 51.4924105)",driveway,,,,,
72352585,,path,,,False,True,43.578,,"LINESTRING (7.3702021 51.4923778, 7.3697812 51.4926692)",,,,,,
28330105,,service,,,False,True,55.752,,"LINESTRING (7.3702021 51.4923778, 7.3701329 51.4923425, 7.3697136 51.4926238, 7.3697812 51.4926692)",driveway,,,,,
72352560,,path,,,False,True,11.662,,"LINESTRING (7.3782095 51.4877454, 7.3783069 51.4877674, 7.3783488 51.4877982)",,,,,,
"[368616424, 1038146463]",,"['path', 'footway']",,,False,False,98.159,,"LINESTRING (7.3782095 51.4877454, 7.37788 51.487783, 7.377199 51.487866, 7.3770446 51.4878816, 7.3768942 51.4878921, 7.3768908 51.4878745, 7.3768847 51.487842)",,,,,,
5010740,Borussiastraße,residential,30,,False,False,18.818,,"LINESTRING (7.3788945 51.4876099, 7.3791627 51.4875825)",,,,,,
5010740,Borussiastraße,residential,30,,False,True,4.346,,"LINESTRING (7.3788945 51.4876099, 7.3788325 51.487616)",,,,,,
766737843,,footway,,,False,False,4.979,,"LINESTRING (7.3788945 51.4876099, 7.378907 51.487654)",,,,,,
766737843,,footway,,,False,True,6.77,,"LINESTRING (7.3788945 51.4876099, 7.3788906 51.4875841, 7.378896 51.4875493)",,,,,,
57709689,,service,,,False,True,4.598,,"LINESTRING (7.3735198 51.4909109, 7.3734892 51.4908742)",driveway,,,,,
72352587,,path,,,False,False,23.491,,"LINESTRING (7.3735198 51.4909109, 7.3732264 51.491017)",,,,,,
57709689,,service,,,False,False,30.737000000000002,,"LINESTRING (7.3735198 51.4909109, 7.3736829 51.4911065, 7.373603 51.4911323)",driveway,,,,,
72352587,,path,,,False,True,97.637,,"LINESTRING (7.3735198 51.4909109, 7.3738131 51.4908052, 7.3741664 51.4906887, 7.3746702 51.4905212, 7.3747575 51.4904903)",,,,,,
766737849,,cycleway,,,True,False,8.632,,"LINESTRING (7.378387 51.487873, 7.3784332 51.4878009)",,,,,,
72352560,,path,,,False,False,9.141,,"LINESTRING (7.378387 51.487873, 7.3783894 51.4878524, 7.3783822 51.4878257, 7.3783488 51.4877982)",,,,,,
72352560,,path,,,False,True,113.469,,"LINESTRING (7.378387 51.487873, 7.3780774 51.4883477, 7.3777084 51.4887411, 7.3776652 51.4887862)",,,,,,
74436703,,path,,,False,True,8.676,,"LINESTRING (7.3785721 51.4876075, 7.3784493 51.487623)",,,,,,
368626180,,cycleway,,,True,False,10.349,,"LINESTRING (7.3785721 51.4876075, 7.3787166 51.4875837)",,,,,,
766737850,,path,,,False,False,16.733,,"LINESTRING (7.3785721 51.4876075, 7.378702 51.4874806)",,,,,,
766737848,,cycleway,,,True,False,5.674,,"LINESTRING (7.378538 51.4876539, 7.3785721 51.4876075)",,,,,,
766737853,Kleybredde,residential,30,,False,False,9.6,1,"LINESTRING (7.378538 51.4876539, 7.3786724 51.4876327)",,,,,,
766737853,Kleybredde,residential,30,,False,True,5.367,1,"LINESTRING (7.378538 51.4876539, 7.378462 51.4876634)",,,,,,
33578124,Steinsweg,secondary,50,,False,False,19.582,2,"LINESTRING (7.3830877 51.4856783, 7.3828387 51.4857618)",,,,,,
33578124,Steinsweg,secondary,50,,False,True,27.725,2,"LINESTRING (7.3830877 51.4856783, 7.3834393 51.485559)",,,,,,
"[1030748772, 72352564]",,footway,,,False,False,5.215,,"LINESTRING (7.3830877 51.4856783, 7.3830642 51.485653, 7.38305 51.4856377)",,,,,,
"[72352564, 1030748773]",,footway,,,False,True,5.496,,"LINESTRING (7.3830877 51.4856783, 7.3831145 51.485712, 7.3831229 51.4857226)",,,,,,
72352554,,path,,,False,True,2.121,,"LINESTRING (7.382757 51.4858492, 7.3827866 51.4858541)",,,,,,
72352581,,footway,,,False,False,5.771,,"LINESTRING (7.382757 51.4858492, 7.3827172 51.4858036)",,,,,,
72352554,,path,,,False,False,108.80199999999999,,"LINESTRING (7.382757 51.4858492, 7.382702 51.4858586, 7.3822801 51.4860303, 7.3818334 51.4861818, 7.3814635 51.4863061, 7.3813909 51.4863289)",,,,,,
72352567,,path,,,False,True,26.127,,"LINESTRING (7.3843275 51.4853124, 7.3846519 51.4851924)",,,,,,
332417340,,footway,,,False,False,0.763,,"LINESTRING (7.3843275 51.4853124, 7.3843216 51.4853066)",,,,,,
72352567,,path,,,False,False,95.07400000000001,,"LINESTRING (7.3843275 51.4853124, 7.3839157 51.4854491, 7.3835884 51.4855585, 7.3831229 51.4857226)",,,,,,
72352560,,path,,,False,False,106.575,,"LINESTRING (7.376259 51.4897323, 7.3766898 51.4895095, 7.3771863 51.4891951, 7.3773512 51.4890611)",,,,,,
"[72352560, 1038146456]",,"['path', 'cycleway']",,,False,True,116.33200000000001,,"LINESTRING (7.376259 51.4897323, 7.3757271 51.4899964, 7.3753738 51.4901275, 7.3749929 51.4902646, 7.3749585 51.4902703, 7.3749353 51.4902726, 7.3748579 51.4903007)",,,,,,
"[72352558, 72352570, 72352566, 39427583]",,"['footway', 'steps', 'service']",,,False,"[False, True]",35.91,,"LINESTRING (7.376259 51.4897323, 7.3762307 51.4897154, 7.3761957 51.4896946, 7.376085 51.4896748, 7.3757729 51.4897052)",parking_aisle,,,,,
55970903,,footway,,,False,False,3.759,,"LINESTRING (7.3846519 51.4851924, 7.3846251 51.485163)",,,,,,
72352567,,path,,,False,False,26.127,,"LINESTRING (7.3846519 51.4851924, 7.3843275 51.4853124)",,,,,,
"[24622690, 55970903]",Heinrich-Munsbeck-Straße,"['footway', 'residential']",10,,False,"[False, True]",88.809,,"LINESTRING (7.3846519 51.4851924, 7.3846969 51.4852418, 7.3847183 51.4852852, 7.3847291 51.4853621, 7.3847103 51.4854339, 7.3846325 51.4856644, 7.3845585 51.4858203, 7.3847756 51.4858268, 7.3847966 51.4858274)",,,,,,
72352567,,path,,,False,True,38.011,,"LINESTRING (7.3846519 51.4851924, 7.3847828 51.4851329, 7.3850089 51.4849374)",,,,,,
72352581,,footway,,,False,True,7.115,,"LINESTRING (7.3826669 51.4857478, 7.3827172 51.4858036)",,,,,,
766737841,,cycleway,,,True,False,11.997,,"LINESTRING (7.3826669 51.4857478, 7.3828387 51.4857618)",,,,,,
72449264,,path,,,False,True,85.882,,"LINESTRING (7.3826669 51.4857478, 7.3825692 51.4857924, 7.3824043 51.4858601, 7.3816022 51.4861428)",,,,,,
"[1030748776, 1030748775]",,footway,,,False,False,10.76,,"LINESTRING (7.3826669 51.4857478, 7.3827152 51.4857316, 7.3828037 51.4857019)",,,,,,
36975460,,service,,,False,True,5.313,,"LINESTRING (7.3732264 51.491017, 7.3731904 51.4909748)",parking_aisle,,,,,
72352587,,path,,,False,True,23.491,,"LINESTRING (7.3732264 51.491017, 7.3735198 51.4909109)",,,,,,
36975460,,service,,,False,False,111.43199999999999,,"LINESTRING (7.3732264 51.491017, 7.3732584 51.4910544, 7.3729527 51.491213, 7.3728816 51.491258, 7.3727853 51.4913189, 7.372435 51.4916149, 7.3724104 51.4916509, 7.3724252 51.4916901, 7.3725721 51.491762)",parking_aisle,,,,,
72352587,,path,,,False,False,95.058,,"LINESTRING (7.3732264 51.491017, 7.3730022 51.4911233, 7.3727654 51.4912191, 7.3723927 51.4913991, 7.3723078 51.4914669, 7.3722301 51.491581)",,,,,,
766737843,,footway,,,False,True,4.979,,"LINESTRING (7.378907 51.487654, 7.3788945 51.4876099)",,,,,,
766737844,,path,,,False,False,10.787,,"LINESTRING (7.378907 51.487654, 7.3787645 51.4876932)",,,,,,
72340383,,path,,,False,True,32.732,,"LINESTRING (7.378907 51.487654, 7.3790024 51.4876398, 7.3793726 51.487604)",,,,,,
39427582,,service,,,False,True,8.235,3,"LINESTRING (7.3748579 51.4903007, 7.3749146 51.4903658)",,,,,,
39427582,,service,,,False,False,26.322,3,"LINESTRING (7.3748579 51.4903007, 7.3748338 51.490273, 7.3746767 51.4900926)",,,,,,
"[1038146456, 72352560]",,"['path', 'cycleway']",,,False,False,116.332,,"LINESTRING (7.3748579 51.4903007, 7.3749353 51.4902726, 7.3749585 51.4902703, 7.3749929 51.4902646, 7.3753738 51.4901275, 7.3757271 51.4899964, 7.376259 51.4897323)",,,,,,
"[1038146456, 1038146455]",,"['path', 'cycleway']",,,False,True,12.555,,"LINESTRING (7.3748579 51.4903007, 7.3747844 51.4903258, 7.3747591 51.4903445, 7.3747153 51.4903684)",,,,,,
72352592,,service,,,True,False,4.971,,"LINESTRING (7.3773512 51.4890611, 7.3774145 51.4890822)",,,,,,
72352560,,path,,,False,False,37.572,,"LINESTRING (7.3773512 51.4890611, 7.3775712 51.4888843, 7.3776652 51.4887862)",,,,,,
72352560,,path,,,False,True,106.575,,"LINESTRING (7.3773512 51.4890611, 7.3771863 51.4891951, 7.3766898 51.4895095, 7.376259 51.4897323)",,,,,,
61893436,,footway,,,False,False,34.926,,"LINESTRING (7.38305 51.4856377, 7.3834971 51.4854923)",,,,,,
"[1030748776, 61893436]",,footway,,,False,True,18.489,,"LINESTRING (7.38305 51.4856377, 7.3828588 51.4856875, 7.3828037 51.4857019)",,,,,,
"[1030748772, 72352564]",,footway,,,False,True,5.215,,"LINESTRING (7.38305 51.4856377, 7.3830642 51.485653, 7.3830877 51.4856783)",,,,,,
28330105,,service,,,False,True,4.832,,"LINESTRING (7.3697812 51.4926692, 7.3698286 51.4927011)",driveway,,,,,
72352585,,path,,,False,False,43.578,,"LINESTRING (7.3697812 51.4926692, 7.3702021 51.4923778)",,,,,,
28330105,,service,,,False,False,55.752,,"LINESTRING (7.3697812 51.4926692, 7.3697136 51.4926238, 7.3701329 51.4923425, 7.3702021 51.4923778)",driveway,,,,,
72352585,,path,,,False,True,17.841,,"LINESTRING (7.3697812 51.4926692, 7.3696127 51.4927906)",,,,,,
72352590,,cycleway,,,True,False,49.185,,"LINESTRING (7.3691571 51.49313, 7.3696127 51.4927906)",,,,,,
72352554,,path,,,False,False,18.758,,"LINESTRING (7.3812086 51.4863862, 7.3809746 51.4864712)",,,,,,
72352554,,path,,,False,True,6.936,,"LINESTRING (7.3812086 51.4863862, 7.3812982 51.4863583)",,,,,,
"[24623234, 78836027]",Marthastraße,"['footway', 'residential']",30,,False,False,29.337,,"LINESTRING (7.3812086 51.4863862, 7.3812346 51.4864183, 7.3812499 51.4864372, 7.3813133 51.4866401)",,,,,,
766737842,,cycleway,,,True,False,8.622,,"LINESTRING (7.378896 51.4875493, 7.3788325 51.487616)",,,,,,
766737845,,cycleway,,,True,False,18.832,,"LINESTRING (7.378896 51.4875493, 7.3791627 51.4875825)",,,,,,
1005740385,,footway,,,False,True,6.219,,"LINESTRING (7.378896 51.4875493, 7.3789646 51.4875132)",,,,,,
1005740386,,footway,,,False,True,8.5,,"LINESTRING (7.378896 51.4875493, 7.3787893 51.4875115)",,,,,,
766737843,,footway,,,False,False,6.77,,"LINESTRING (7.378896 51.4875493, 7.3788906 51.4875841, 7.3788945 51.4876099)",,,,,,
1005740385,,footway,,,False,False,6.219,,"LINESTRING (7.3789646 51.4875132, 7.378896 51.4875493)",,,,,,
1005740385,,footway,,,False,True,3.665,,"LINESTRING (7.3789646 51.4875132, 7.3790043 51.4874914)",,,,,,
52716669,Borussiastraße,residential,30,,True,False,25.823,,"LINESTRING (7.3789646 51.4875132, 7.378987 51.4875304, 7.3790495 51.4875533, 7.3791904 51.487572, 7.379311 51.4875676)",,,,,,
72352588,,path,,,False,False,20.11,,"LINESTRING (7.3831229 51.4857226, 7.3828786 51.4858204)",,,,,,
72352557,,footway,,,False,False,29.670999999999996,,"LINESTRING (7.3831229 51.4857226, 7.3830626 51.4857576, 7.3830361 51.4858026, 7.3830314 51.4858184, 7.3830229 51.4858469, 7.3830378 51.4858959, 7.3830738 51.485965)",,,,,,
72352567,,path,,,False,True,95.07400000000001,,"LINESTRING (7.3831229 51.4857226, 7.3835884 51.4855585, 7.3839157 51.4854491, 7.3843275 51.4853124)",,,,,,
"[72352564, 1030748773]",,footway,,,False,False,5.496,,"LINESTRING (7.3831229 51.4857226, 7.3831145 51.485712, 7.3830877 51.4856783)",,,,,,
72352581,,footway,,,False,False,7.115,,"LINESTRING (7.3827172 51.4858036, 7.3826669 51.4857478)",,,,,,
72352581,,footway,,,False,True,5.771,,"LINESTRING (7.3827172 51.4858036, 7.382757 51.4858492)",,,,,,
368617273,Steinsweg,secondary,50,,False,False,9.611,2,"LINESTRING (7.3827172 51.4858036, 7.3828387 51.4857618)",,,,,,
368617273,Steinsweg,secondary,50,,False,True,85.979,2,"LINESTRING (7.3827172 51.4858036, 7.3820908 51.4860193, 7.3816312 51.4861785)",,,,,,
55970904,,footway,,,False,False,3.304,,"LINESTRING (7.3850089 51.4849374, 7.3849781 51.4849147)",,,,,,
72352567,,path,,,False,True,19.675,,"LINESTRING (7.3850089 51.4849374, 7.3851837 51.4847979)",,,,,,
55970904,,footway,,,False,True,107.213,,"LINESTRING (7.3850089 51.4849374, 7.3851475 51.4850397, 7.3852414 51.4851433, 7.3852923 51.4852485, 7.3853138 51.4853119, 7.3853031 51.4853737, 7.3851448 51.4858379)",,,,,,
72352567,,path,,,False,False,38.011,,"LINESTRING (7.3850089 51.4849374, 7.3847828 51.4851329, 7.3846519 51.4851924)",,,,,,
78836051,,footway,,,False,False,8.459,,"LINESTRING (7.3782003 51.4884047, 7.3782274 51.4884162, 7.3783014 51.4884474)",,,,,,
"[72352587, 766737844]",,path,,,False,False,76.957,,"LINESTRING (7.3782003 51.4884047, 7.3778789 51.4887364, 7.3776755 51.4889289, 7.3776126 51.488992)",,,,,,
766737844,,path,,,False,True,86.057,,"LINESTRING (7.3782003 51.4884047, 7.3783657 51.4882194, 7.3784896 51.4880324, 7.3786855 51.487753, 7.3787381 51.4877091)",,,,,,
72352567,,path,,,False,False,19.675,,"LINESTRING (7.3851837 51.4847979, 7.3850089 51.4849374)",,,,,,
72352567,,path,,,False,True,95.096,,"LINESTRING (7.3851837 51.4847979, 7.3853795 51.4846504, 7.3855574 51.4845323, 7.3857408 51.4844243, 7.3858128 51.4843985, 7.3858903 51.4843795, 7.386262 51.4843119)",,,,,,
78836029,,footway,,,False,False,75.41999999999999,,"LINESTRING (7.3851837 51.4847979, 7.3852887 51.4848016, 7.3858298 51.4848165, 7.3859408 51.4849313, 7.386134 51.4848841, 7.3861523 51.4848796)",,,,,,
61893436,,footway,,,False,False,34.796,,"LINESTRING (7.3834971 51.4854923, 7.3839403 51.4853448)",,,,,,
61893436,,footway,,,False,True,34.926,,"LINESTRING (7.3834971 51.4854923, 7.38305 51.4856377)",,,,,,
24622608,,service,,,True,False,38.997,,"LINESTRING (7.3834971 51.4854923, 7.3836427 51.4853232, 7.3837976 51.485197)",,,,,,
52315338,,service,,,True,False,5.855,,"LINESTRING (7.384738 51.4850344, 7.3848218 51.4850274)",,,,,,
61893436,,footway,,,False,False,140.139,,"LINESTRING (7.384738 51.4850344, 7.3849183 51.4848973, 7.3851115 51.4847379, 7.3855536 51.4844137, 7.3856605 51.4843581, 7.3858668 51.4842955, 7.3861414 51.4842454, 7.3862194 51.4842326)",,,,,,
61893436,,footway,,,False,True,39.274,,"LINESTRING (7.384738 51.4850344, 7.3846017 51.4851265, 7.3845318 51.485156, 7.3842787 51.4852329)",,,,,,
24622706,,service,,,True,False,4.622,,"LINESTRING (7.3842787 51.4852329, 7.3843075 51.4852704)",,,,,,
61893436,,footway,,,False,True,26.531,,"LINESTRING (7.3842787 51.4852329, 7.3839403 51.4853448)",,,,,,
61893436,,footway,,,False,False,39.274,,"LINESTRING (7.3842787 51.4852329, 7.3845318 51.485156, 7.3846017 51.4851265, 7.384738 51.4850344)",,,,,,
24622707,,service,,,True,False,19.176,,"LINESTRING (7.3839403 51.4853448, 7.3837976 51.485197)",,,,,,
61893436,,footway,,,False,False,26.531,,"LINESTRING (7.3839403 51.4853448, 7.3842787 51.4852329)",,,,,,
61893436,,footway,,,False,True,34.796,,"LINESTRING (7.3839403 51.4853448, 7.3834971 51.4854923)",,,,,,
5045690,Markenwaldweg,residential,30,,False,False,4.449,,"LINESTRING (7.3816022 51.4861428, 7.3816312 51.4861785)",,,,,,
72449264,,path,,,False,True,23.473,,"LINESTRING (7.3816022 51.4861428, 7.3813016 51.4862404)",,,,,,
5045690,Markenwaldweg,residential,30,,False,True,63.289,,"LINESTRING (7.3816022 51.4861428, 7.381411 51.4859069, 7.3812056 51.4856301)",,,,,,
72449264,,path,,,False,False,85.882,,"LINESTRING (7.3816022 51.4861428, 7.3824043 51.4858601, 7.3825692 51.4857924, 7.3826669 51.4857478)",,,,,,
5364665,Sonnenwendstraße,residential,30,5,False,True,7.088,,"LINESTRING (7.3828037 51.4857019, 7.3828387 51.4857618)",,,,,,
5364665,Sonnenwendstraße,residential,30,5,False,False,223.907,,"LINESTRING (7.3828037 51.4857019, 7.3827168 51.485553, 7.3826057 51.4853408, 7.382494 51.4851299, 7.382442 51.4850253, 7.3823992 51.4849161, 7.3822909 51.48464, 7.3822092 51.4843599, 7.3821539 51.4840534, 7.38211 51.4837439)",,,,,,
"[1030748776, 61893436]",,footway,,,False,False,18.489,,"LINESTRING (7.3828037 51.4857019, 7.3828588 51.4856875, 7.38305 51.4856377)",,,,,,
"[1030748776, 1030748775]",,footway,,,False,True,10.76,,"LINESTRING (7.3828037 51.4857019, 7.3827152 51.4857316, 7.3826669 51.4857478)",,,,,,
56000308,,path,,,False,True,4.465,,"LINESTRING (7.3793726 51.487604, 7.3793653 51.4875641)",,,,,,
"[56000297, 56000308]",,"['path', 'service']",,,False,"[False, True]",24.034,,"LINESTRING (7.3793726 51.487604, 7.3793855 51.4876744, 7.3794153 51.4877101, 7.3794423 51.4878138)",parking_aisle,,,,,
72340383,,path,,,False,False,32.732,,"LINESTRING (7.3793726 51.487604, 7.3790024 51.4876398, 7.378907 51.487654)",,,,,,
72340383,,path,,,False,True,28.605000000000004,,"LINESTRING (7.3793726 51.487604, 7.3794432 51.4875972, 7.3796227 51.4875862, 7.3797652 51.4875391)",,,,,,
30386682,Auf der Linnert,residential,30,,False,False,7.078,,"LINESTRING (7.3828786 51.4858204, 7.3828387 51.4857618)",,,,,,
72352588,,path,,,False,False,7.391,,"LINESTRING (7.3828786 51.4858204, 7.3827866 51.4858541)",,,,,,
72352588,,path,,,False,True,20.11,,"LINESTRING (7.3828786 51.4858204, 7.3831229 51.4857226)",,,,,,
30386682,Auf der Linnert,residential,30,,False,True,50.632,,"LINESTRING (7.3828786 51.4858204, 7.3828869 51.485831, 7.382979 51.485963, 7.3831469 51.4862438)",,,,,,
27426161,Kleybredde,residential,50,,True,False,6.032,,"LINESTRING (7.3784146 51.4877679, 7.378357 51.4877272)",,,,,,
368616423,,footway,,,False,False,5.341,,"LINESTRING (7.3784146 51.4877679, 7.3784767 51.4877394)",,,,,,
368616423,,footway,,,False,True,5.666,,"LINESTRING (7.3784146 51.4877679, 7.3783488 51.4877982)",,,,,,
23107215,Sebrathweg,residential,50,,False,False,31.773,,"LINESTRING (7.3939508 51.4926383, 7.394359 51.4927689)",,,,,,
23107215,Sebrathweg,residential,50,,False,True,9.731,,"LINESTRING (7.3939508 51.4926383, 7.3938257 51.4925984)",,,,,,
72882055,,service,,,True,False,5.928,,"LINESTRING (7.3939508 51.4926383, 7.3939167 51.4926872)",parking_aisle,,,,,
72882054,,footway,,,False,False,11.292,,"LINESTRING (7.395612 51.4927414, 7.395467 51.4926949)",,,,,,
72882060,,footway,,,False,True,4.412,,"LINESTRING (7.395612 51.4927414, 7.3956408 51.492706)",,,,,,
"[72882057, 858505898, 72882060]",,"['footway', 'steps']",,,False,"[False, True]",25.692999999999998,,"LINESTRING (7.395612 51.4927414, 7.3955135 51.4928689, 7.3955037 51.4928817, 7.3954688 51.4929539)",,,,,,
23107215,Sebrathweg,residential,50,,False,False,9.731,,"LINESTRING (7.3938257 51.4925984, 7.3939508 51.4926383)",,,,,,
"[61313965, 23107215]",Sebrathweg,"['path', 'residential']",50,,False,True,31.689,,"LINESTRING (7.3938257 51.4925984, 7.3935225 51.4925013, 7.3934908 51.4924912, 7.3934226 51.4924638)",,,,,,
58887918,,service,,,False,False,10.438,,"LINESTRING (7.3959798 51.4928137, 7.3960493 51.4927304)",parking_aisle,,,,,
"[1152293194, 58887918]",,service,,,False,True,46.381,,"LINESTRING (7.3959798 51.4928137, 7.3958537 51.4929721, 7.395813 51.4929701, 7.3954688 51.4929539)",parking_aisle,,,,,
72882064,,footway,,,False,False,26.348999999999997,,"LINESTRING (7.3959798 51.4928137, 7.3958789 51.4927815, 7.3956408 51.492706)",,,,,,
72882062,,service,,,True,False,5.805,,"LINESTRING (7.3937492 51.4926916, 7.3937581 51.4926808, 7.3937873 51.4926451)",parking_aisle,,,,,
72882060,,footway,,,False,False,4.412,,"LINESTRING (7.3956408 51.492706, 7.395612 51.4927414)",,,,,,
"[72882064, 377169347]",,"['footway', 'service']",,,False,"[False, True]",45.894,,"LINESTRING (7.3956408 51.492706, 7.3956862 51.4926488, 7.3956348 51.4925989, 7.3960493 51.4927304)",parking_aisle,,,,,
72882064,,footway,,,False,True,26.348999999999997,,"LINESTRING (7.3956408 51.492706, 7.3958789 51.4927815, 7.3959798 51.4928137)",,,,,,
72882054,,footway,,,False,True,11.292,,"LINESTRING (7.395467 51.4926949, 7.395612 51.4927414)",,,,,,
1002271708,,service,,,False,True,8.406,,"LINESTRING (7.3728716 51.4893692, 7.3727557 51.4893917)",,,,,,
72352592,,service,,,True,False,312.28799999999995,,"LINESTRING (7.3728716 51.4893692, 7.3732333 51.4893302, 7.3737789 51.4892868, 7.3770078 51.4890782, 7.3772643 51.489054, 7.3773512 51.4890611)",,,,,,
1002271708,,service,,,False,False,8.406,,"LINESTRING (7.3727557 51.4893917, 7.3728716 51.4893692)",,,,,,
72997460,,service,,,True,False,112.193,,"LINESTRING (7.3727557 51.4893917, 7.372847 51.4898496, 7.373002 51.4902961, 7.3730471 51.4903824)",,,,,,
"[1002271707, 1002271708, 57771750]",,service,,,False,True,125.20100000000001,,"LINESTRING (7.3727557 51.4893917, 7.3725556 51.4894079, 7.3720905 51.4894352, 7.3718056 51.4894539, 7.3712022 51.4894927, 7.3709575 51.4895099)",,,,building_passage,,
73069901,,service,,,False,True,2.234,,"LINESTRING (7.3778539 51.4894484, 7.3778811 51.4894376)",parking_aisle,,,,,
73069906,,service,,,False,True,2.003,,"LINESTRING (7.3779222 51.4895758, 7.3779485 51.4895683)",parking_aisle,,,,,
73069907,,service,,,False,False,1.868,,"LINESTRING (7.3777653 51.4891875, 7.377741 51.4891948)",parking_aisle,,,,,
73069908,,service,,,False,False,6.305,,"LINESTRING (7.3777653 51.4891875, 7.3777887 51.4891327)",parking_aisle,,,,,
73069908,,service,,,False,True,14.604,,"LINESTRING (7.3777653 51.4891875, 7.3778226 51.4893139)",parking_aisle,,,,,
73069906,,service,,,False,False,2.003,,"LINESTRING (7.3779485 51.4895683, 7.3779222 51.4895758)",parking_aisle,,,,,
73069908,,service,,,False,False,15.264,,"LINESTRING (7.3779485 51.4895683, 7.3778811 51.4894376)",parking_aisle,,,,,
73069908,,service,,,False,True,5.551,,"LINESTRING (7.3779485 51.4895683, 7.3780127 51.4895982)",parking_aisle,,,,,
