osmid,name,highway,maxspeed,width,oneway,reversed,length,lanes,geometry,service,ref,access,tunnel,bridge,junction
5364665,Sonnenwendstraße,residential,30,5,False,False,7.088,,"LINESTRING (7.3828387 51.4857618, 7.3828037 51.4857019)",,,,,,
30386682,Auf der Linnert,residential,30,,False,True,7.078,,"LINESTRING (7.3828387 51.4857618, 7.3828786 51.4858204)",,,,,,
33578124,Steinsweg,secondary,50,,False,True,19.582,2,"LINESTRING (7.3828387 51.4857618, 7.3830877 51.4856783)",,,,,,
368617273,Steinsweg,secondary,50,,False,True,9.611,2,"LINESTRING (7.3828387 51.4857618, 7.3827172 51.4858036)",,,,,,
55970903,,footway,,,False,True,3.759,,"LINESTRING (7.3846251 51.485163, 7.3846519 51.4851924)",,,,,,
78836017,Steinsweg,secondary,50,,False,False,25.039,2,"LINESTRING (7.3846251 51.485163, 7.3845388 51.485196, 7.3844629 51.4852206, 7.3843075 51.4852704)",,,,,,
78836017,Steinsweg,secondary,50,,False,True,20.337,2,"LINESTRING (7.3846251 51.485163, 7.3847762 51.4850639, 7.3848218 51.4850274)",,,,,,
23494254,Ewald-Görshop-Straße,residential,30,,False,False,11.556,,"LINESTRING (7.3864295 51.4842426, 7.3864212 51.4843464)",,,,,,
28492452,Steinsweg,secondary,50,,False,True,9.98,2,"LINESTRING (7.3864295 51.4842426, 7.3865706 51.4842243)",,,,,,
33578122,Steinsweg,secondary,50,,False,False,13.512,2,"LINESTRING (7.3864295 51.4842426, 7.3862392 51.4842695)",,,,,,
72449249,Ewald-Görshop-Straße,residential,50,,False,True,11.72,2,"LINESTRING (7.3864295 51.4842426, 7.3864301 51.4841372)",,,,,,
60180332,,service,,,False,False,6.409,,"LINESTRING (7.3731161 51.4922695, 7.3731616 51.4922193)",parking_aisle,,,,,
"[316437980, 316437975]",Brennaborstraße,secondary,50,,True,False,53.702999999999996,3,"LINESTRING (7.3731161 51.4922695, 7.3733669 51.4923811, 7.3737525 51.4925456)",,L 649,,,,
4913524,Im Weißen Feld,residential,50,,False,False,12.592,2,"LINESTRING (7.3904482 51.4931697, 7.3905209 51.4930659)",,,,,,
428289955,Brennaborstraße,secondary,50,,False,False,13.44,3,"LINESTRING (7.3904482 51.4931697, 7.3906314 51.4932097)",,L 649,,,,
428289960,Brennaborstraße,secondary,50,,False,True,13.227,3,"LINESTRING (7.3904482 51.4931697, 7.3902661 51.4931337)",,L 649,,,,
933843776,Im Weißen Feld,residential,50,,False,False,15.304,,"LINESTRING (7.3904482 51.4931697, 7.39036 51.4932959)",,,,,,
23494253,Ewald-Görshop-Straße,residential,30,,False,True,8.409,,"LINESTRING (7.3851628 51.4894976, 7.3850919 51.4894362)",,,,,,
30386685,Ewald-Görshop-Straße,residential,30,,False,False,73.03299999999999,,"LINESTRING (7.3851628 51.4894976, 7.3851095 51.4895307, 7.3850724 51.4895587, 7.3850555 51.4895797, 7.3850487 51.489605, 7.3850297 51.4900095, 7.3850412 51.4901291)",,,,,,
220440524,Julius-Vogel-Straße,residential,50,,False,True,101.187,,"LINESTRING (7.3851628 51.4894976, 7.3852305 51.4895351, 7.3853068 51.4895673, 7.3854134 51.4896098, 7.3855306 51.4896542, 7.3859521 51.4898229, 7.3864001 51.4899796)",,,,,,
23494254,Ewald-Görshop-Straße,residential,30,,False,True,19.905,,"LINESTRING (7.3851562 51.4881893, 7.3852353 51.4880172)",,,,,,
5014169,Auf der Linnert,residential,30,,False,True,49.709999999999994,2,"LINESTRING (7.3851562 51.4881893, 7.3850753 51.4881844, 7.3850017 51.4881823, 7.3849142 51.488186, 7.3847701 51.488206, 7.3846263 51.4882232, 7.384505 51.4882308, 7.3844458 51.4882285)",,,,,,
30386683,Ewald-Görshop-Straße,residential,30,,False,False,26.330000000000002,,"LINESTRING (7.3851562 51.4881893, 7.3851394 51.4882411, 7.3850988 51.4884233)",,,,,,
24766178,Ewald-Görshop-Straße,residential,50,,False,False,367.256,2,"LINESTRING (7.3827955 51.4775459, 7.3828024 51.4775787, 7.3828207 51.4776129, 7.382867 51.4776737, 7.3833269 51.4782184, 7.3837941 51.478764, 7.3842173 51.4792583, 7.3844321 51.4795053, 7.3846469 51.4797515, 7.3849604 51.4801085, 7.3852718 51.4804634)",,,,,,
24766178,Ewald-Görshop-Straße,residential,50,,False,True,47.38,2,"LINESTRING (7.3827955 51.4775459, 7.3827927 51.477504, 7.3828065 51.4774574, 7.3828285 51.4774239, 7.3828594 51.477394, 7.3829068 51.4773558, 7.3830587 51.4772468, 7.3831374 51.4771935)",,,,,,
30386682,Auf der Linnert,residential,30,,False,False,41.647,,"LINESTRING (7.3833408 51.4872426, 7.383303 51.4868688)",,,,,,
368617462,Borussiastraße,residential,30,,False,True,15.067,,"LINESTRING (7.3833408 51.4872426, 7.383128 51.4872709)",,,,,,
5033697,Auf der Linnert,residential,30,,False,True,81.516,,"LINESTRING (7.3833408 51.4872426, 7.3833595 51.4872938, 7.3833924 51.4873484, 7.3834818 51.4874531, 7.3836546 51.4876402, 7.3837857 51.4877821, 7.3838557 51.4878614, 7.3838817 51.4878909)",,,,,,
332149175,Auf der Linnert,service,,,False,True,21.771,,"LINESTRING (7.3841805 51.4881568, 7.3841431 51.4883512)",,,no,,,
5014169,Auf der Linnert,residential,30,,False,False,20.195,2,"LINESTRING (7.3841805 51.4881568, 7.3842885 51.488197, 7.3843426 51.4882122, 7.3843954 51.4882215, 7.3844458 51.4882285)",,,,,,
5033697,Auf der Linnert,residential,30,,False,False,28.346000000000004,,"LINESTRING (7.3841805 51.4881568, 7.3840971 51.4881027, 7.3840297 51.4880468, 7.3839392 51.4879523)",,,,,,
42330128,Auf der Linnert,service,,,False,False,13.76,,"LINESTRING (7.3847024 51.4885504, 7.3845086 51.488523)",,,no,,,
89417812,Auf der Linnert,service,,,False,True,15.64,,"LINESTRING (7.3847024 51.4885504, 7.3849228 51.4885812)",,,no,,,
332149177,,footway,,,False,False,8.643,,"LINESTRING (7.3847024 51.4885504, 7.3847327 51.488475)",,,,,,
5010740,Borussiastraße,residential,30,,False,True,27.828,,"LINESTRING (7.3797652 51.4875391, 7.3793653 51.4875641)",,,,,,
53522272,,service,,,False,False,4.662,,"LINESTRING (7.3797652 51.4875391, 7.3797629 51.4874972)",parking_aisle,,,,,
5010585,Overhoffstraße,residential,30,,False,False,27.673,,"LINESTRING (7.3797652 51.4875391, 7.3797679 51.4875908, 7.3797468 51.4877875)",,,,,,
72340383,,path,,,False,False,28.604999999999997,,"LINESTRING (7.3797652 51.4875391, 7.3796227 51.4875862, 7.3794432 51.4875972, 7.3793726 51.487604)",,,,,,
368617462,Borussiastraße,residential,30,,False,False,115.68700000000001,,"LINESTRING (7.3797652 51.4875391, 7.3811629 51.4874567, 7.3814282 51.4874387)",,,,,,
5010740,Borussiastraße,residential,30,,False,False,11.24,,"LINESTRING (7.3786724 51.4876327, 7.3788325 51.487616)",,,,,,
23494140,Steinsweg,secondary,50,,False,False,6.249,3,"LINESTRING (7.3786724 51.4876327, 7.3787166 51.4875837)",,,,,,
368617272,Borussiastraße,secondary,50,,False,True,8.6,3,"LINESTRING (7.3786724 51.4876327, 7.3786239 51.4877039)",,,,,,
766737853,Kleybredde,residential,30,,False,True,9.6,1,"LINESTRING (7.3786724 51.4876327, 7.378538 51.4876539)",,,,,,
27173808,Kleybredde,residential,30,,False,False,70.631,1,"LINESTRING (7.3758674 51.4878891, 7.3768847 51.487842)",,,,,,
27173808,Kleybredde,residential,30,,False,True,57.816,1,"LINESTRING (7.3758674 51.4878891, 7.3750332 51.4879122)",,,,,,
5361949,Nasses Holz,living_street,,,False,False,7.1739999999999995,,"LINESTRING (7.3758674 51.4878891, 7.3758579 51.4878374, 7.3758556 51.487825)",,,,,,
47356618,Nasses Holz,living_street,,,False,False,16.089,,"LINESTRING (7.3757911 51.4874741, 7.3755589 51.4874797)",,,,,,
5365047,,footway,,,False,False,10.318,,"LINESTRING (7.3757911 51.4874741, 7.3757954 51.4874388, 7.3757862 51.4873932, 7.3757835 51.4873861, 7.3757797 51.4873827)",,,,,,
"[47356624, 5361949, 284624623]",Nasses Holz,living_street,,,False,True,27.495,,"LINESTRING (7.3757911 51.4874741, 7.3758064 51.4875384, 7.3758252 51.4876581, 7.3758364 51.4877197)",,,,building_passage,,
5361956,,footway,,,False,False,30.727,,"LINESTRING (7.3751325 51.4874851, 7.3751258 51.4872088)",,,,,,
47356618,Nasses Holz,living_street,,,False,True,14.723,,"LINESTRING (7.3751325 51.4874851, 7.3753451 51.4874824)",,,,,,
47356618,Nasses Holz,living_street,,,False,False,34.772999999999996,,"LINESTRING (7.3751325 51.4874851, 7.3748224 51.4874895, 7.3746304 51.4874915)",,,,,,
47356618,Nasses Holz,living_street,,,False,False,19.315,,"LINESTRING (7.3746304 51.4874915, 7.3743515 51.4874951)",,,,,,
35543194,Nasses Holz,living_street,,,False,True,41.42399999999999,,"LINESTRING (7.3746304 51.4874915, 7.3746299 51.4874683, 7.3746228 51.4871682, 7.3746217 51.487119)",,,,,,
47356618,Nasses Holz,living_street,,,False,True,34.772999999999996,,"LINESTRING (7.3746304 51.4874915, 7.3748224 51.4874895, 7.3751325 51.4874851)",,,,,,
47356618,Nasses Holz,living_street,,,False,True,19.315,,"LINESTRING (7.3743515 51.4874951, 7.3746304 51.4874915)",,,,,,
"[156519621, 5361951]",Nasses Holz,"['footway', 'living_street']",,,False,"[False, True]",53.471000000000004,,"LINESTRING (7.3743515 51.4874951, 7.3743305 51.4874954, 7.3737286 51.4875117, 7.373581 51.4875234)",,,,,,
47356618,Nasses Holz,living_street,,,False,False,23.535,,"LINESTRING (7.3743515 51.4874951, 7.3743501 51.4874544, 7.3743447 51.4872987, 7.3743442 51.4872835)",,,,,,
47356618,Nasses Holz,living_street,,,False,False,13.627,,"LINESTRING (7.3749623 51.4870015, 7.3751372 51.4869453)",,,,,,
47356618,Nasses Holz,living_street,,,False,True,18.425,,"LINESTRING (7.3749623 51.4870015, 7.374719 51.4870686)",,,,,,
"[47298139, 25897453]",,footway,,,False,"[False, True]",26.121000000000002,,"LINESTRING (7.3749623 51.4870015, 7.3751031 51.4872028, 7.3751258 51.4872088)",,,,,,
47356618,Nasses Holz,living_street,,,False,True,13.627,,"LINESTRING (7.3751372 51.4869453, 7.3749623 51.4870015)",,,,,,
"[47356618, 5888067]",Nasses Holz,"['footway', 'living_street']",,,False,False,36.338,,"LINESTRING (7.3751372 51.4869453, 7.3752254 51.486929, 7.3755686 51.4869138, 7.3756568 51.4869077)",,,,,,
156208759,Nasses Holz,living_street,,,False,False,31.948,,"LINESTRING (7.3751372 51.4869453, 7.3750444 51.4868685, 7.3749791 51.486816, 7.3748283 51.4867338)",,,,,,
58889319,,footway,,,False,False,8.919,,"LINESTRING (7.3990181 51.4940465, 7.3989932 51.4941252)",,,,,,
58889330,,footway,,,False,True,9.335,,"LINESTRING (7.3990181 51.4940465, 7.3990517 51.4939652)",,,,,,
146479759,Brennaborstraße,secondary,50,,False,True,12.908,2,"LINESTRING (7.3990181 51.4940465, 7.3988349 51.4940249)",,L 649,,,,
933309584,,footway,,,False,False,12.421,,"LINESTRING (7.3770113 51.4875157, 7.3768381 51.4874866)",,,,,,
5045694,Hedwigstraße,residential,30,5.5,False,False,39.007999999999996,,"LINESTRING (7.3770113 51.4875157, 7.3771056 51.4873646, 7.3772618 51.4872029)",,,,,,
5045694,Hedwigstraße,residential,30,5.5,False,True,30.972,,"LINESTRING (7.3770113 51.4875157, 7.3769908 51.4875901, 7.3770254 51.487792)",,,,,,
5045694,Hedwigstraße,residential,30,5.5,False,False,8.361,,"LINESTRING (7.3778527 51.486746, 7.3778342 51.4866717)",,,,,,
"[5353012, 5045687]",Hedwigstraße,"['path', 'residential']",30,,False,False,38.711,,"LINESTRING (7.3778527 51.486746, 7.3779948 51.4868342, 7.37815 51.4870046, 7.3781925 51.4870113)",,,,,,
5045694,Hedwigstraße,residential,30,5.5,False,True,50.135,,"LINESTRING (7.3778527 51.486746, 7.3777909 51.486838, 7.3773962 51.4870888)",,,,,,
5045694,Hedwigstraße,residential,30,5.5,False,True,12.097,,"LINESTRING (7.3764351 51.485004, 7.3765016 51.4851046)",,,,,,
935853139,Markenwaldweg,residential,30,4,False,False,5.31,,"LINESTRING (7.3764351 51.485004, 7.3765058 51.4849855)",,,,,,
5045694,Hedwigstraße,residential,30,5.5,False,False,66.471,,"LINESTRING (7.3764351 51.485004, 7.3763477 51.4848646, 7.3762724 51.4847252, 7.3762089 51.4845792, 7.3761579 51.4844328)",,,,,,
5045694,Hedwigstraße,residential,30,5.5,False,True,66.471,,"LINESTRING (7.3761579 51.4844328, 7.3762089 51.4845792, 7.3762724 51.4847252, 7.3763477 51.4848646, 7.3764351 51.485004)",,,,,,
32516320,,track,,,False,True,16.008,,"LINESTRING (7.3761579 51.4844328, 7.3760168 51.4844537, 7.3759312 51.4844597)",,,agricultural,,,
72449257,Hedwigstraße,residential,30,,False,False,64.47800000000001,,"LINESTRING (7.3761579 51.4844328, 7.3761585 51.4841713, 7.3761586 51.4841224, 7.3761643 51.4840522, 7.3761838 51.4839815, 7.3761964 51.4839581, 7.3762157 51.4839245, 7.3762298 51.4839065, 7.3762446 51.4838905, 7.3762586 51.4838788, 7.3762699 51.4838741, 7.3762784 51.4838725)",,,,,,
1160314150,,path,,,False,False,21.083,,"LINESTRING (7.3761579 51.4844328, 7.3760349 51.4843568, 7.3759821 51.484282)",,,,,,
5045694,Hedwigstraße,residential,30,5.5,False,False,4.582,,"LINESTRING (7.3770302 51.4878331, 7.3770254 51.487792)",,,,,,
766737853,Kleybredde,residential,30,,False,True,10.123,1,"LINESTRING (7.3770302 51.4878331, 7.3768847 51.487842)",,,,,,
766737853,Kleybredde,residential,30,,False,False,61.464,1,"LINESTRING (7.3770302 51.4878331, 7.3773558 51.4878059, 7.3777287 51.4877594, 7.3779045 51.4877388)",,,,,,
35537018,Pfarrer-Barheine-Weg,residential,,,False,False,48.526,,"LINESTRING (7.3756555 51.4851357, 7.3756952 51.4855714)",,,,,,
35537018,Pfarrer-Barheine-Weg,residential,,,False,True,58.689,,"LINESTRING (7.3756555 51.4851357, 7.3765016 51.4851046)",,,,,,
933309587,,service,,,False,False,39.634,,"LINESTRING (7.3756555 51.4851357, 7.3756465 51.485033, 7.3752399 51.4850469)",driveway,,,,,
"[5045690, 935853139]",Markenwaldweg,residential,30,4,False,False,95.049,,"LINESTRING (7.3780363 51.4846583, 7.3780783 51.4846572, 7.3788026 51.4846374, 7.3794082 51.4846409)",,,,,,
935853139,Markenwaldweg,residential,30,4,False,True,112.279,,"LINESTRING (7.3780363 51.4846583, 7.3777865 51.4846918, 7.3775416 51.484738, 7.3770639 51.4848395, 7.3765058 51.4849855)",,,,,,
"[5045691, 935853734, 935853735]",Grummetweg,residential,30,,False,False,208.94299999999998,,"LINESTRING (7.3780363 51.4846583, 7.378071 51.4848791, 7.3781868 51.4852206, 7.3782938 51.4854303, 7.3783371 51.4855153, 7.3784457 51.4856594, 7.3785522 51.4858007, 7.3790655 51.4864051)",,,,,,
5045690,Markenwaldweg,residential,30,,False,False,207.029,,"LINESTRING (7.3794082 51.4846409, 7.3806382 51.4846385, 7.3807028 51.4846394, 7.3807449 51.4846504, 7.3807797 51.4846717, 7.3807999 51.4846962, 7.3808346 51.4848016, 7.380913 51.4850496, 7.3810125 51.4852887, 7.3812056 51.4856301)",,,,,,
"[5045690, 935853139]",Markenwaldweg,residential,30,4,False,True,95.049,,"LINESTRING (7.3794082 51.4846409, 7.3788026 51.4846374, 7.3780783 51.4846572, 7.3780363 51.4846583)",,,,,,
5045692,Tennenweg,residential,30,,False,False,161.401,,"LINESTRING (7.3794082 51.4846409, 7.3794437 51.4848652, 7.3795833 51.4852607, 7.3798108 51.4856355, 7.3801109 51.4860122)",,,,,,
5045690,Markenwaldweg,residential,30,,False,False,63.289,,"LINESTRING (7.3812056 51.4856301, 7.381411 51.4859069, 7.3816022 51.4861428)",,,,,,
5045690,Markenwaldweg,residential,30,,False,True,207.029,,"LINESTRING (7.3812056 51.4856301, 7.3810125 51.4852887, 7.380913 51.4850496, 7.3808346 51.4848016, 7.3807999 51.4846962, 7.3807797 51.4846717, 7.3807449 51.4846504, 7.3807028 51.4846394, 7.3806382 51.4846385, 7.3794082 51.4846409)",,,,,,
935854627,Grummetweg,residential,30,,False,True,86.895,,"LINESTRING (7.3812056 51.4856301, 7.3806855 51.4858116, 7.3801109 51.4860122)",,,,,,
935854627,Grummetweg,residential,30,,False,False,84.548,,"LINESTRING (7.3790655 51.4864051, 7.3801109 51.4860122)",,,,,,
"[5045691, 935853734, 935853735]",Grummetweg,residential,30,,False,True,208.943,,"LINESTRING (7.3790655 51.4864051, 7.3785522 51.4858007, 7.3784457 51.4856594, 7.3783371 51.4855153, 7.3782938 51.4854303, 7.3781868 51.4852206, 7.378071 51.4848791, 7.3780363 51.4846583)",,,,,,
"[53522274, 60568469]",Grummetweg,"['footway', 'residential']",,,False,False,60.732,,"LINESTRING (7.3790655 51.4864051, 7.379064 51.4864404, 7.3790862 51.4864733, 7.3793869 51.4868067, 7.3794599 51.4868876)",,,,,,
935854627,Grummetweg,residential,30,,False,True,84.548,,"LINESTRING (7.3801109 51.4860122, 7.3790655 51.4864051)",,,,,,
5045692,Tennenweg,residential,30,,False,True,161.401,,"LINESTRING (7.3801109 51.4860122, 7.3798108 51.4856355, 7.3795833 51.4852607, 7.3794437 51.4848652, 7.3794082 51.4846409)",,,,,,
935854627,Grummetweg,residential,30,,False,False,86.895,,"LINESTRING (7.3801109 51.4860122, 7.3806855 51.4858116, 7.3812056 51.4856301)",,,,,,
5045690,Markenwaldweg,residential,30,,False,True,4.449,,"LINESTRING (7.3816312 51.4861785, 7.3816022 51.4861428)",,,,,,
368617273,Steinsweg,secondary,50,,False,True,23.22,2,"LINESTRING (7.3816312 51.4861785, 7.3813368 51.4862785)",,,,,,
368617273,Steinsweg,secondary,50,,False,False,85.979,2,"LINESTRING (7.3816312 51.4861785, 7.3820908 51.4860193, 7.3827172 51.4858036)",,,,,,
55760618,,service,30,3,False,True,47.617,,"LINESTRING (7.3788597 51.4811389, 7.3781785 51.4811973)",,,,,,
61007376,Am Oespeler Dorney,residential,30,5,False,False,19.671,,"LINESTRING (7.3788597 51.4811389, 7.3788059 51.4809652)",,,,,,
1167942736,Am Oespeler Dorney,residential,30,5.4,False,False,79.229,,"LINESTRING (7.3788597 51.4811389, 7.3800005 51.4810847)",,,,,,
156069854,Sämannweg,residential,30,3.5,False,True,123.42200000000001,,"LINESTRING (7.3788597 51.4811389, 7.378856 51.48122, 7.3790045 51.4818559, 7.3790614 51.4822405)",,,,,,
1167942736,Am Oespeler Dorney,residential,30,5.4,False,False,26.597,,"LINESTRING (7.3800005 51.4810847, 7.3803837 51.4810686)",,,,,,
1167942736,Am Oespeler Dorney,residential,30,5.4,False,True,79.229,,"LINESTRING (7.3800005 51.4810847, 7.3788597 51.4811389)",,,,,,
5045711,Tospelliweg,residential,30,5,False,False,86.621,,"LINESTRING (7.3800005 51.4810847, 7.3799134 51.4804475, 7.3798945 51.4803085)",,,,,,
5045693,Am Oespeler Dorney,residential,30,5.5,False,False,244.227,,"LINESTRING (7.3803837 51.4810686, 7.3839028 51.4809238)",,,,,,
1167942736,Am Oespeler Dorney,residential,30,5.4,False,True,26.597,,"LINESTRING (7.3803837 51.4810686, 7.3800005 51.4810847)",,,,,,
1160314155,Schnitterweg,residential,30,4.6,False,False,50.731,,"LINESTRING (7.3803837 51.4810686, 7.3804633 51.4813844, 7.3804975 51.4815193)",,,,,,
5045693,Am Oespeler Dorney,residential,30,5.5,False,False,34.313,,"LINESTRING (7.3840891 51.4809162, 7.3845841 51.4809024)",,,,,,
5045693,Am Oespeler Dorney,residential,30,5.5,False,True,12.929,,"LINESTRING (7.3840891 51.4809162, 7.3839028 51.4809238)",,,,,,
"[935472179, 55967358]",Tospelliweg,residential,30,"['5.5', '5']",False,True,334.637,,"LINESTRING (7.3840891 51.4809162, 7.3839852 51.4804998, 7.3839696 51.4804825, 7.3839612 51.4804749, 7.3839442 51.4804669, 7.3839141 51.4804568, 7.3838941 51.480454, 7.3838686 51.4804519, 7.3825864 51.4804075, 7.3824388 51.4803897, 7.3822697 51.4803595, 7.3819651 51.4802976, 7.3818883 51.4802884, 7.3818045 51.4802819, 7.3817243 51.4802751, 7.381639 51.4802723, 7.3814808 51.4802664, 7.3813167 51.4802631, 7.3809578 51.4802655, 7.380601 51.4802728, 7.3802729 51.4802893, 7.3798945 51.4803085)",,,,,,
5045693,Am Oespeler Dorney,residential,30,5.5,False,False,9.368,,"LINESTRING (7.3845841 51.4809024, 7.3847192 51.480898)",,,,,,
5045693,Am Oespeler Dorney,residential,30,5.5,False,True,34.313,,"LINESTRING (7.3845841 51.4809024, 7.3840891 51.4809162)",,,,,,
61008776,Ernteweg,residential,,,False,True,235.001,,"LINESTRING (7.3845841 51.4809024, 7.3846108 51.4813158, 7.3845954 51.481345, 7.3845661 51.4813643, 7.3845206 51.4813794, 7.3844551 51.4813849, 7.3831997 51.4814279, 7.3825725 51.4814442, 7.3819393 51.4814699)",,,,,,
27759710,Ackerweg,residential,30,,False,False,101.821,,"LINESTRING (7.3774965 51.4837565, 7.3782077 51.4837264, 7.3789653 51.4837258)",,,,,,
27759710,Ackerweg,residential,30,,False,True,85.387,,"LINESTRING (7.3774965 51.4837565, 7.3768606 51.4838032, 7.3763991 51.4838563, 7.3763214 51.4838662, 7.3762784 51.4838725)",,,,,,
156069853,Landmannweg,residential,30,,False,False,230.17299999999994,,"LINESTRING (7.3774965 51.4837565, 7.3774901 51.4835847, 7.3775004 51.4833957, 7.3775266 51.4832068, 7.377566 51.4830151, 7.3776171 51.4828616, 7.3777279 51.4827071, 7.3779161 51.4825427, 7.3781539 51.4824146, 7.3784879 51.4822956, 7.3787972 51.4822493, 7.3790614 51.4822405)",,,,,,
875446242,Ackerweg,residential,30,,False,False,113.593,,"LINESTRING (7.3789653 51.4837258, 7.3806054 51.4837468)",,,,,,
27759710,Ackerweg,residential,30,,False,True,101.821,,"LINESTRING (7.3789653 51.4837258, 7.3782077 51.4837264, 7.3774965 51.4837565)",,,,,,
156069854,Sämannweg,residential,30,3.5,False,False,165.333,,"LINESTRING (7.3789653 51.4837258, 7.3789901 51.483377, 7.379052 51.4827578, 7.3790614 51.4822405)",,,,,,
5045695,Am Dorfplatz,residential,30,4.5,False,False,26.895,,"LINESTRING (7.3806054 51.4837468, 7.3809938 51.4837461)",,,,,,
5045700,Schnitterweg,residential,30,2.5,False,True,30.402,,"LINESTRING (7.3806054 51.4837468, 7.380601 51.4834734)",,,,,,
875446242,Ackerweg,residential,30,,False,True,113.593,,"LINESTRING (7.3806054 51.4837468, 7.3789653 51.4837258)",,,,,,
5045695,Am Dorfplatz,residential,30,4.5,False,True,19.624,,"LINESTRING (7.38211 51.4837439, 7.3818266 51.4837444)",,,,,,
5364665,Sonnenwendstraße,residential,30,5,False,False,28.035,,"LINESTRING (7.38211 51.4837439, 7.3821045 51.4834918)",,,,,,
935878456,Brinksitzerweg,residential,30,5,False,False,65.676,,"LINESTRING (7.38211 51.4837439, 7.3830403 51.4836289)",,,,,,
5364665,Sonnenwendstraße,residential,30,5,False,True,223.90699999999998,,"LINESTRING (7.38211 51.4837439, 7.3821539 51.4840534, 7.3822092 51.4843599, 7.3822909 51.48464, 7.3823992 51.4849161, 7.382442 51.4850253, 7.382494 51.4851299, 7.3826057 51.4853408, 7.3827168 51.485553, 7.3828037 51.4857019)",,,,,,
5045703,Brinksitzerweg,residential,30,5.5,False,False,23.147,,"LINESTRING (7.3830403 51.4836289, 7.383372 51.4836031)",,,,,,
935878456,Brinksitzerweg,residential,30,5,False,True,65.676,,"LINESTRING (7.3830403 51.4836289, 7.38211 51.4837439)",,,,,,
"[935879049, 5045714, 935879118]",Heuerlingsweg,residential,30,,False,True,220.29899999999998,,"LINESTRING (7.3830403 51.4836289, 7.3830293 51.4835156, 7.3830181 51.4834012, 7.382956 51.4827635, 7.382863 51.4821911, 7.3828496 51.4821584, 7.3828377 51.4821407, 7.3827975 51.4821282, 7.3827491 51.4821243, 7.3820651 51.4821613)",,,,,,
5045703,Brinksitzerweg,residential,30,5.5,False,True,23.147,,"LINESTRING (7.383372 51.4836031, 7.3830403 51.4836289)",,,,,,
5045703,Brinksitzerweg,residential,30,5.5,False,False,77.196,,"LINESTRING (7.383372 51.4836031, 7.3839292 51.4835649, 7.3842072 51.4835522, 7.3844823 51.4835429)",,,,,,
5045704,Malterweg,residential,30,4.5,False,False,112.525,,"LINESTRING (7.383372 51.4836031, 7.3834077 51.4839133, 7.3834247 51.484066, 7.3834399 51.4841413, 7.3834604 51.48421, 7.3834939 51.4843098, 7.3835267 51.4844073, 7.3836065 51.4846016)",,,,,,
5045705,Kötterweg,residential,30,4.5,False,False,74.357,,"LINESTRING (7.3844823 51.4835429, 7.3846781 51.4842004)",,,,,,
5045703,Brinksitzerweg,residential,30,5.5,False,False,38.19,,"LINESTRING (7.3844823 51.4835429, 7.3847622 51.4835419, 7.3850338 51.4835433)",,,,,,
5045703,Brinksitzerweg,residential,30,5.5,False,True,77.196,,"LINESTRING (7.3844823 51.4835429, 7.3842072 51.4835522, 7.3839292 51.4835649, 7.383372 51.4836031)",,,,,,
31526471,Brinksitzerweg,residential,30,5,False,False,3.536,,"LINESTRING (7.3850338 51.4835433, 7.3850346 51.4835115)",,,,,,
5045703,Brinksitzerweg,residential,30,5.5,False,True,38.19,,"LINESTRING (7.3850338 51.4835433, 7.3847622 51.4835419, 7.3844823 51.4835429)",,,,,,
"[5045706, 35577235]",Brinksitzerweg,"['footway', 'residential']",30,4,False,"[False, True]",62.57,,"LINESTRING (7.3850338 51.4835433, 7.3852201 51.4839097, 7.3854584 51.4839036, 7.3854811 51.4838773)",,,,,,
5045696,Am Dorfplatz,residential,30,2.5,False,False,73.006,,"LINESTRING (7.3821045 51.4834918, 7.3810504 51.4834789)",,,,,,
5364665,Sonnenwendstraße,residential,30,5,False,True,28.035,,"LINESTRING (7.3821045 51.4834918, 7.38211 51.4837439)",,,,,,
5364665,Sonnenwendstraße,residential,30,5,False,False,148.04399999999998,,"LINESTRING (7.3821045 51.4834918, 7.3821178 51.4828017, 7.3820651 51.4821613)",,,,,,
5045696,Am Dorfplatz,residential,30,2.5,False,True,11.338,,"LINESTRING (7.380601 51.4834734, 7.3807647 51.4834754)",,,,,,
5045700,Schnitterweg,residential,30,2.5,False,False,30.402,,"LINESTRING (7.380601 51.4834734, 7.3806054 51.4837468)",,,,,,
"[1160314155, 5045700]",Schnitterweg,residential,30,"['4.6', '2.5']",False,True,217.60500000000002,,"LINESTRING (7.380601 51.4834734, 7.3805986 51.4824129, 7.3805573 51.4818198, 7.380523 51.4816475, 7.3804975 51.4815193)",,,,,,
5045713,Ernteweg,residential,,,False,False,99.994,,"LINESTRING (7.3804975 51.4815193, 7.3819393 51.4814699)",,,,,,
"[1160314155, 5045700]",Schnitterweg,residential,30,"['4.6', '2.5']",False,False,217.60500000000002,,"LINESTRING (7.3804975 51.4815193, 7.380523 51.4816475, 7.3805573 51.4818198, 7.3805986 51.4824129, 7.380601 51.4834734)",,,,,,
1160314155,Schnitterweg,residential,30,4.6,False,True,50.731,,"LINESTRING (7.3804975 51.4815193, 7.3804633 51.4813844, 7.3803837 51.4810686)",,,,,,
5364665,Sonnenwendstraße,residential,30,5,False,False,77.372,,"LINESTRING (7.3820651 51.4821613, 7.3819393 51.4814699)",,,,,,
